204	-0.032	-0.049	0.039	-0.010	0.103	-0.005	0.079	-0.041	-0.021	-0.008	-0.041	-0.029	0.032	0.003	-0.027	0.063	-0.024	0.042	-0.012	0.058	0.071	-0.015	0.023	0.044	-0.009	-0.060	0.040	0.045	-0.020	-0.014	0.128	0.026	-0.023	0.058	1.000	0.000	-0.029	0.044	-0.014	-0.053	-0.065	0.001	0.047	-0.085	-0.020	0.076	-0.039	0.059	0.037	0.001	0.004	-0.033	-0.004	-0.066	0.005	0.019	0.001	0.034	0.035	-0.018	0.015	0.032	0.027	0.078	-0.066	-0.083	0.062	-0.111	-0.018	-0.018	-0.015	0.053	0.000	0.033	-0.040	-0.043	0.030	0.040	-0.055	-0.014	-0.020	0.049	0.006	-0.009	-0.096	-0.076	-0.051	-0.060
21	-0.094	0.044	-0.026	-0.044	-0.073	0.033	-0.065	-0.060	-0.084	-0.069	-0.051	-0.072	-0.063	-0.015	0.018	-0.142	-0.008	-0.048	-0.030	0.029	0.040	0.074	-0.014	0.037	0.088	0.007	0.028	-0.030	0.103	0.090	-0.033	-0.032	-0.023	0.028	0.000	1.000	0.121	-0.090	0.030	-0.013	-0.084	-0.080	-0.012	0.058	0.006	0.029	-0.056	0.027	-0.009	-0.012	0.031	-0.031	0.107	0.149	-0.010	-0.056	0.095	0.042	0.022	0.040	-0.017	-0.031	0.033	0.023	0.002	-0.030	0.013	-0.029	0.137	0.022	0.042	-0.016	0.054	0.019	-0.035	-0.046	0.036	0.005	0.008	-0.020	0.017	0.016	-0.020	-0.088	0.060	0.034	0.009	-0.032
22	0.125	0.080	-0.042	0.124	-0.047	-0.044	-0.034	0.065	0.013	-0.067	-0.100	-0.059	-0.029	0.023	-0.046	0.017	-0.012	0.048	0.011	0.004	-0.060	-0.014	-0.090	0.051	0.072	-0.038	-0.013	-0.008	-0.013	-0.051	0.011	-0.013	-0.002	0.119	-0.029	0.121	1.000	0.010	0.032	0.001	0.065	-0.065	0.070	-0.016	0.013	0.022	0.015	-0.074	-0.073	-0.058	-0.007	0.020	0.005	0.042	0.089	-0.038	0.063	-0.048	-0.072	-0.026	-0.002	-0.031	-0.122	-0.033	-0.149	0.093	-0.080	0.013	-0.090	-0.012	0.037	-0.031	0.175	0.132	-0.044	-0.001	0.023	-0.084	0.026	0.060	0.067	0.014	-0.019	-0.097	0.013	0.045	-0.068	0.046
220	0.001	-0.059	-0.023	-0.022	0.040	0.057	-0.049	0.024	0.096	0.018	-0.054	0.061	0.065	-0.026	0.027	0.022	-0.088	-0.052	-0.012	-0.067	0.037	0.040	0.033	0.028	-0.009	0.036	0.065	0.007	-0.179	-0.039	0.076	-0.025	0.003	0.009	0.044	-0.090	0.010	1.000	-0.017	0.003	0.006	0.138	0.086	-0.025	-0.011	-0.055	-0.121	0.023	-0.021	-0.046	-0.096	0.065	-0.018	-0.150	0.021	0.064	-0.047	-0.016	0.011	0.063	-0.022	-0.038	0.020	-0.044	0.024	-0.026	0.023	0.022	-0.051	-0.014	-0.052	-0.003	0.032	0.056	0.060	0.009	-0.016	-0.014	-0.026	0.052	0.027	0.000	-0.014	-0.083	-0.006	0.009	-0.012	-0.003
228	-0.024	0.060	-0.025	0.057	0.032	0.011	0.032	0.057	0.076	-0.026	-0.001	-0.062	-0.087	-0.042	0.012	-0.067	0.009	-0.045	-0.096	0.009	-0.020	0.017	-0.021	-0.020	0.039	-0.010	-0.024	-0.025	0.047	-0.043	0.028	0.067	0.051	0.021	-0.014	0.030	0.032	-0.017	1.000	0.006	-0.008	0.012	0.057	0.013	-0.009	0.034	-0.117	0.004	0.011	-0.013	-0.032	-0.061	-0.039	0.013	0.018	0.065	0.024	-0.028	-0.033	-0.100	0.031	0.049	-0.032	-0.024	0.071	0.011	0.159	0.036	0.057	-0.021	0.024	0.063	0.058	0.023	-0.076	-0.085	-0.013	-0.065	-0.018	-0.056	-0.010	0.030	-0.031	0.023	-0.015	-0.106	0.021	-0.027
23	0.119	-0.058	0.057	-0.024	0.054	-0.100	0.167	-0.058	0.039	0.032	-0.078	-0.036	0.079	0.080	0.012	-0.072	-0.008	-0.071	-0.042	-0.015	0.101	-0.144	0.078	-0.116	0.116	0.045	-0.095	-0.042	-0.030	0.007	-0.123	-0.005	0.165	-0.018	-0.053	-0.013	0.001	0.003	0.006	1.000	0.035	0.030	-0.064	-0.023	-0.077	0.034	0.090	-0.071	0.004	0.049	-0.079	0.025	0.027	0.060	-0.065	0.025	0.084	-0.023	-0.036	0.009	-0.072	-0.030	0.097	-0.014	0.023	-0.068	0.091	0.153	-0.118	0.028	0.047	-0.054	-0.067	-0.025	0.061	0.016	0.022	-0.002	-0.009	0.052	-0.012	0.115	-0.020	-0.020	0.067	0.052	-0.056	-0.038
239	0.050	0.001	0.005	0.021	-0.046	-0.056	0.050	0.089	-0.051	0.002	0.113	0.054	0.032	0.026	0.053	-0.038	0.034	-0.060	0.010	-0.037	-0.009	-0.034	0.023	-0.028	0.015	0.058	-0.016	0.053	0.015	0.042	-0.035	0.044	0.135	0.055	-0.065	-0.084	0.065	0.006	-0.008	0.035	1.000	-0.018	0.020	0.047	-0.044	-0.067	0.030	-0.038	-0.011	0.031	0.005	0.020	-0.049	-0.024	-0.015	-0.003	-0.003	0.018	0.001	0.010	-0.045	-0.002	-0.146	-0.017	-0.015	-0.051	0.000	-0.026	0.003	0.020	0.068	-0.059	0.009	0.033	0.005	-0.000	0.009	-0.096	0.046	0.048	-0.110	0.002	-0.010	0.045	0.055	-0.031	-0.052	0.034
24	0.058	0.001	-0.096	0.034	0.063	-0.060	0.001	0.148	0.016	0.060	-0.036	-0.009	0.092	0.060	-0.056	0.013	0.000	-0.033	-0.068	0.042	0.023	0.021	0.013	-0.044	-0.028	0.098	-0.002	0.033	-0.007	-0.151	0.084	-0.000	-0.006	0.022	0.001	-0.080	-0.065	0.138	0.012	0.030	-0.018	1.000	0.058	0.026	-0.028	0.015	0.026	0.130	0.022	0.002	-0.008	-0.088	-0.060	-0.027	0.024	0.039	-0.098	-0.023	0.123	0.042	-0.057	0.023	0.021	-0.038	-0.046	-0.019	0.067	0.164	-0.026	0.031	0.136	-0.054	-0.095	-0.118	0.012	0.018	-0.073	0.002	-0.076	0.019	0.085	-0.148	0.010	-0.089	-0.065	-0.068	0.121	-0.050
25	0.038	0.071	0.003	-0.025	-0.012	-0.056	-0.006	0.030	-0.001	-0.071	-0.014	0.143	0.027	-0.081	-0.081	0.066	-0.124	-0.056	0.039	-0.001	0.016	0.001	-0.034	0.020	-0.035	-0.067	-0.023	-0.043	-0.066	-0.005	0.056	-0.026	-0.004	0.069	0.047	-0.012	0.070	0.086	0.057	-0.064	0.020	0.058	1.000	0.066	-0.006	-0.098	0.017	0.002	0.046	-0.028	-0.007	0.035	0.006	0.003	0.035	0.132	0.026	-0.061	-0.016	0.045	-0.059	-0.146	-0.002	-0.048	-0.047	0.059	-0.002	0.031	0.104	-0.029	0.067	0.062	-0.020	0.054	-0.025	0.004	0.028	0.012	-0.117	0.004	0.015	-0.128	-0.015	0.043	-0.062	-0.018	-0.065	0.034
250	0.022	-0.010	-0.048	0.047	-0.022	0.047	-0.015	0.053	0.014	-0.095	-0.064	0.105	-0.047	-0.021	-0.005	0.049	0.078	-0.004	-0.027	0.011	-0.017	-0.050	-0.081	0.007	0.028	0.056	0.066	-0.037	-0.045	0.034	-0.033	0.027	0.061	-0.043	-0.085	0.058	-0.016	-0.025	0.013	-0.023	0.047	0.026	0.066	1.000	0.051	-0.098	-0.006	0.004	0.052	0.089	0.025	0.068	-0.014	-0.060	-0.006	-0.025	-0.009	-0.032	-0.043	0.021	-0.043	0.083	-0.019	-0.018	0.025	0.056	-0.019	-0.056	0.042	0.002	0.076	0.019	0.036	-0.070	0.078	-0.052	0.020	0.022	0.065	0.009	-0.057	-0.101	0.010	-0.038	-0.034	-0.111	-0.007	-0.049
26	-0.070	0.063	0.106	0.039	0.042	0.002	0.003	-0.056	-0.083	0.004	0.009	-0.053	0.014	0.017	-0.064	-0.090	-0.022	0.051	-0.001	-0.014	-0.098	0.062	0.086	0.069	0.080	-0.059	0.070	0.025	0.015	0.042	0.053	0.037	0.033	-0.054	-0.020	0.006	0.013	-0.011	-0.009	-0.077	-0.044	-0.028	-0.006	0.051	1.000	0.061	0.108	0.104	0.060	-0.079	-0.059	0.012	-0.001	-0.068	-0.020	-0.035	-0.072	0.024	0.027	0.102	0.026	-0.015	0.017	-0.030	-0.025	-0.016	-0.008	-0.021	-0.063	-0.027	0.037	-0.058	-0.013	-0.027	-0.029	-0.060	-0.018	0.033	0.011	-0.088	0.039	0.051	-0.075	-0.012	-0.003	0.101	-0.018	-0.099
28	0.108	0.165	-0.047	-0.105	-0.069	-0.085	0.035	0.043	-0.026	0.087	0.025	-0.045	0.012	0.042	-0.023	0.031	-0.003	0.019	-0.054	0.064	-0.011	-0.075	0.049	0.061	-0.116	-0.090	0.001	-0.001	-0.024	-0.010	-0.064	0.078	0.056	0.102	0.076	0.029	0.022	-0.055	0.034	0.034	-0.067	0.015	-0.098	-0.098	0.061	1.000	-0.003	0.072	-0.087	-0.012	0.033	-0.049	0.044	0.067	-0.018	0.084	-0.022	-0.075	0.021	0.099	0.122	-0.061	0.106	-0.042	-0.034	-0.120	-0.004	0.019	-0.009	0.031	0.125	-0.084	-0.032	-0.035	-0.088	-0.070	-0.075	0.007	0.053	0.002	0.013	0.039	0.016	-0.043	0.010	0.089	0.032	-0.038
29	-0.020	0.037	0.031	-0.035	0.059	-0.034	-0.054	-0.029	-0.012	-0.034	-0.014	-0.029	-0.073	0.010	-0.070	-0.018	0.102	0.013	-0.045	-0.056	-0.066	-0.020	0.125	-0.028	-0.083	0.000	0.002	-0.071	0.172	0.014	-0.014	0.001	0.002	0.044	-0.039	-0.056	0.015	-0.121	-0.117	0.090	0.030	0.026	0.017	-0.006	0.108	-0.003	1.000	0.018	-0.012	-0.103	-0.050	0.004	-0.089	0.066	0.012	-0.056	0.131	0.009	0.008	0.104	0.096	-0.080	0.038	0.039	0.010	0.020	0.008	0.051	-0.024	-0.009	-0.026	-0.072	-0.068	0.016	-0.061	0.104	-0.070	-0.133	0.050	0.044	-0.031	-0.107	0.038	0.038	0.013	0.009	0.059	0.149
310	0.053	0.012	-0.040	-0.028	0.015	0.059	0.025	-0.063	-0.073	-0.006	0.046	0.004	-0.044	0.017	-0.070	-0.049	-0.001	0.076	0.012	-0.024	0.057	-0.018	-0.057	0.034	-0.036	-0.052	0.029	0.078	-0.028	-0.001	-0.007	-0.003	-0.107	-0.059	0.059	0.027	-0.074	0.023	0.004	-0.071	-0.038	0.130	0.002	0.004	0.104	0.072	0.018	1.000	0.067	0.013	0.052	0.006	-0.014	-0.014	-0.076	0.041	-0.021	0.027	0.107	0.003	0.022	-0.031	-0.033	-0.037	-0.001	0.024	-0.009	0.080	-0.034	0.006	0.070	-0.063	-0.099	-0.041	-0.025	-0.088	0.004	0.017	0.117	-0.054	-0.028	0.019	-0.030	-0.069	-0.002	0.031	0.024	-0.013
32	0.024	0.000	0.013	0.032	0.083	0.033	0.026	-0.027	0.012	-0.014	0.056	0.081	0.046	0.011	-0.077	0.034	0.097	0.033	0.047	-0.063	-0.146	-0.053	0.024	-0.059	-0.001	-0.034	-0.008	0.022	-0.053	0.060	0.061	-0.003	-0.016	0.021	0.037	-0.009	-0.073	-0.021	0.011	0.004	-0.011	0.022	0.046	0.052	0.060	-0.087	-0.012	0.067	1.000	0.031	-0.071	-0.039	0.003	-0.090	-0.024	-0.084	-0.047	0.050	-0.029	0.066	0.005	-0.058	0.202	0.092	0.019	-0.047	0.058	0.102	0.075	-0.133	-0.022	0.051	-0.057	-0.006	0.093	-0.039	-0.004	0.078	-0.013	-0.052	-0.196	0.019	-0.082	-0.086	0.027	-0.035	-0.092	0.029
320	0.005	0.011	0.053	0.050	-0.117	0.030	0.045	0.010	-0.037	0.064	0.079	0.047	0.059	0.004	0.106	-0.004	-0.042	0.005	-0.005	-0.012	-0.026	0.041	-0.024	0.005	-0.015	0.005	-0.102	0.034	-0.044	-0.058	-0.083	-0.010	0.048	-0.152	0.001	-0.012	-0.058	-0.046	-0.013	0.049	0.031	0.002	-0.028	0.089	-0.079	-0.012	-0.103	0.013	0.031	1.000	-0.021	-0.014	-0.004	-0.075	0.013	-0.098	0.007	0.034	0.034	-0.019	-0.019	0.069	0.053	0.025	0.026	-0.022	0.014	0.017	0.075	-0.014	-0.024	0.058	-0.046	0.043	0.093	-0.059	-0.034	-0.005	0.101	-0.022	0.050	-0.035	-0.025	-0.004	-0.045	0.008	0.006	-0.035
334	0.072	0.018	-0.051	-0.028	-0.036	0.003	-0.017	0.010	0.048	0.033	-0.040	0.008	0.034	0.039	-0.049	-0.028	0.009	0.018	0.053	-0.013	0.005	-0.002	-0.026	-0.013	0.058	-0.023	0.078	0.018	-0.113	0.032	0.064	0.035	0.008	-0.063	0.004	0.031	-0.007	-0.096	-0.032	-0.079	0.005	-0.008	-0.007	0.025	-0.059	0.033	-0.050	0.052	-0.071	-0.021	1.000	-0.045	0.043	0.082	0.029	0.022	-0.038	-0.094	0.042	0.056	0.105	-0.075	-0.059	-0.020	-0.017	0.019	0.002	-0.011	0.057	0.063	-0.019	0.052	0.100	0.019	-0.147	0.079	-0.011	-0.055	0.014	0.097	-0.022	-0.006	-0.064	-0.019	-0.025	-0.047	0.040	-0.028
342	-0.054	-0.050	0.018	-0.028	-0.008	-0.019	-0.030	-0.059	-0.006	0.001	-0.005	0.049	0.005	-0.038	-0.071	0.054	0.025	0.026	0.003	-0.032	0.074	0.024	0.041	-0.074	0.047	0.077	0.080	0.059	0.007	0.050	0.024	-0.025	-0.049	-0.013	-0.033	-0.031	0.020	0.065	-0.061	0.025	0.020	-0.088	0.035	0.068	0.012	-0.049	0.004	0.006	-0.039	-0.014	-0.045	1.000	0.051	0.030	-0.002	0.048	-0.054	0.068	-0.068	0.017	-0.057	0.082	-0.018	-0.048	0.004	-0.012	0.027	0.015	-0.106	0.016	-0.162	-0.059	0.028	0.050	0.006	0.012	-0.042	0.024	0.022	-0.031	0.018	-0.038	-0.037	-0.021	0.020	0.015	0.039	0.036
35	0.021	0.016	0.001	-0.026	-0.093	0.114	-0.057	-0.019	-0.024	-0.008	0.032	0.073	0.001	0.035	-0.042	0.045	0.007	0.046	-0.044	-0.009	-0.076	-0.025	0.072	-0.007	-0.019	-0.058	0.044	-0.023	-0.018	0.027	0.040	-0.080	0.051	-0.084	-0.004	0.107	0.005	-0.018	-0.039	0.027	-0.049	-0.060	0.006	-0.014	-0.001	0.044	-0.089	-0.014	0.003	-0.004	0.043	0.051	1.000	0.085	-0.030	-0.059	0.025	-0.003	0.005	0.037	0.038	0.115	-0.065	0.006	0.089	-0.043	-0.078	0.042	0.024	-0.029	-0.047	-0.019	0.020	-0.090	0.045	0.065	0.054	0.015	0.041	-0.015	-0.003	0.071	-0.033	-0.001	-0.034	-0.018	0.032	-0.034
36	-0.037	0.048	-0.023	-0.102	-0.103	0.025	0.099	-0.036	0.060	0.055	0.006	0.017	0.083	0.077	-0.015	-0.016	-0.031	-0.055	-0.082	-0.003	-0.035	0.034	-0.022	-0.077	-0.132	0.005	-0.045	0.058	0.000	-0.058	-0.004	-0.018	-0.075	0.112	-0.066	0.149	0.042	-0.150	0.013	0.060	-0.024	-0.027	0.003	-0.060	-0.068	0.067	0.066	-0.014	-0.090	-0.075	0.082	0.030	0.085	1.000	0.088	0.064	0.032	-0.076	-0.146	-0.151	-0.009	0.000	0.023	0.014	-0.118	-0.095	0.011	-0.013	-0.002	0.058	0.020	0.011	0.050	0.113	0.030	0.062	0.057	-0.042	0.097	0.028	0.068	-0.027	-0.027	0.085	0.016	-0.041	-0.001	-0.064
38	-0.009	0.015	-0.024	-0.036	0.048	-0.148	0.008	-0.063	0.121	0.057	-0.084	0.026	0.020	-0.031	0.045	-0.038	-0.028	-0.021	-0.009	-0.097	-0.001	-0.060	-0.018	0.037	0.061	-0.041	0.028	0.056	0.022	0.022	-0.076	0.058	-0.018	0.044	0.005	-0.010	0.089	0.021	0.018	-0.065	-0.015	0.024	0.035	-0.006	-0.020	-0.018	0.012	-0.076	-0.024	0.013	0.029	-0.002	-0.030	0.088	1.000	-0.015	0.066	-0.022	-0.112	0.017	0.002	0.047	0.040	0.083	-0.079	-0.008	0.049	-0.095	-0.016	-0.010	0.039	0.040	0.028	0.005	-0.007	0.055	0.008	-0.109	-0.023	-0.016	-0.102	0.026	-0.005	0.051	-0.015	-0.006	-0.083	0.026
39	-0.065	-0.039	-0.020	-0.138	0.063	-0.068	-0.038	-0.029	-0.014	0.143	0.011	-0.016	-0.030	-0.036	-0.144	0.023	-0.181	0.008	-0.006	-0.027	0.099	0.009	0.087	0.111	0.141	0.069	0.007	-0.048	-0.011	0.028	0.003	-0.012	0.010	0.014	0.019	-0.056	-0.038	0.064	0.065	0.025	-0.003	0.039	0.132	-0.025	-0.035	0.084	-0.056	0.041	-0.084	-0.098	0.022	0.048	-0.059	0.064	-0.015	1.000	-0.024	-0.050	-0.049	-0.077	0.043	0.011	0.036	-0.052	-0.072	0.050	0.133	0.009	-0.004	-0.031	-0.006	0.048	-0.032	0.017	-0.138	0.010	0.052	0.005	-0.087	0.099	0.024	-0.005	0.019	0.068	-0.049	0.010	-0.032	0.064
4	0.051	0.044	-0.130	0.012	-0.075	-0.017	-0.067	0.057	-0.020	-0.001	-0.062	0.075	0.021	0.064	-0.023	-0.012	0.095	-0.040	-0.075	-0.045	0.058	0.004	0.022	0.021	-0.004	0.092	-0.114	0.048	0.112	-0.033	-0.039	-0.041	-0.011	-0.044	0.001	0.095	0.063	-0.047	0.024	0.084	-0.003	-0.098	0.026	-0.009	-0.072	-0.022	0.131	-0.021	-0.047	0.007	-0.038	-0.054	0.025	0.032	0.066	-0.024	1.000	-0.023	-0.051	-0.069	0.016	-0.001	0.026	-0.092	0.099	0.024	0.008	0.043	-0.016	0.055	-0.065	-0.020	0.038	0.089	-0.010	0.097	-0.030	-0.070	-0.089	0.043	-0.069	-0.064	-0.034	-0.012	0.093	0.016	-0.019	0.013
48	-0.119	-0.069	0.060	0.019	-0.039	0.037	0.020	-0.106	0.097	-0.171	-0.029	-0.008	0.044	0.001	0.094	-0.014	-0.014	0.006	0.080	-0.003	0.066	0.023	0.042	-0.002	0.013	-0.054	0.018	0.033	-0.105	-0.104	-0.052	-0.016	-0.033	0.070	0.034	0.042	-0.048	-0.016	-0.028	-0.023	0.018	-0.023	-0.061	-0.032	0.024	-0.075	0.009	0.027	0.050	0.034	-0.094	0.068	-0.003	-0.076	-0.022	-0.050	-0.023	1.000	-0.005	0.059	0.056	0.106	-0.036	0.081	-0.001	0.093	0.014	-0.005	-0.007	-0.045	-0.073	-0.038	0.065	-0.045	0.006	0.051	0.068	0.070	-0.008	-0.099	-0.026	-0.025	0.028	-0.009	0.010	-0.093	0.090	-0.033
50	0.074	0.036	0.016	-0.022	0.058	-0.028	0.105	0.020	-0.009	0.024	-0.024	-0.046	-0.024	-0.039	0.048	-0.052	-0.052	0.073	0.052	-0.007	-0.042	0.012	-0.011	0.038	0.115	0.080	-0.015	0.009	0.052	-0.150	-0.055	0.076	-0.059	-0.076	0.035	0.022	-0.072	0.011	-0.033	-0.036	0.001	0.123	-0.016	-0.043	0.027	0.021	0.008	0.107	-0.029	0.034	0.042	-0.068	0.005	-0.146	-0.112	-0.049	-0.051	-0.005	1.000	-0.093	0.063	-0.074	-0.026	-0.014	0.042	-0.027	-0.027	0.018	0.010	0.073	0.045	0.017	-0.064	-0.045	-0.048	0.032	-0.063	-0.087	0.049	0.009	-0.019	0.064	-0.005	0.058	0.082	-0.030	0.103	0.026
52	-0.140	0.046	0.053	-0.101	-0.024	-0.081	-0.090	0.089	-0.035	-0.020	-0.053	0.057	-0.069	0.016	0.040	0.046	0.032	-0.050	-0.024	-0.022	-0.072	0.019	0.003	-0.019	0.090	-0.072	0.101	-0.112	-0.108	0.068	-0.023	0.047	0.008	-0.018	-0.018	0.040	-0.026	0.063	-0.100	0.009	0.010	0.042	0.045	0.021	0.102	0.099	0.104	0.003	0.066	-0.019	0.056	0.017	0.037	-0.151	0.017	-0.077	-0.069	0.059	-0.093	1.000	-0.041	0.014	-0.037	0.030	0.010	0.059	-0.010	0.055	0.031	-0.053	-0.033	-0.047	-0.018	0.044	-0.029	-0.039	0.070	0.085	-0.013	0.020	0.044	-0.019	-0.016	-0.101	-0.054	0.091	0.095	0.062
54	-0.023	0.030	-0.041	0.039	0.010	0.047	-0.032	-0.047	0.048	-0.063	0.000	-0.087	0.034	-0.005	-0.003	-0.002	-0.001	0.048	0.028	0.001	0.005	0.066	-0.016	0.043	0.040	0.017	0.035	-0.025	-0.022	-0.015	-0.051	-0.082	0.019	-0.011	0.015	-0.017	-0.002	-0.022	0.031	-0.072	-0.045	-0.057	-0.059	-0.043	0.026	0.122	0.096	0.022	0.005	-0.019	0.105	-0.057	0.038	-0.009	0.002	0.043	0.016	0.056	0.063	-0.041	1.000	-0.035	0.073	-0.035	-0.033	0.019	-0.016	-0.036	-0.025	0.008	-0.070	-0.027	-0.025	0.004	-0.038	0.058	-0.019	-0.054	0.003	-0.064	0.039	0.037	-0.034	-0.038	-0.021	-0.156	0.086	0.118
55	-0.100	-0.070	0.044	0.028	0.036	0.092	-0.014	0.009	0.041	0.006	0.051	0.003	-0.093	-0.004	0.038	0.067	0.021	-0.008	0.115	0.053	-0.036	0.003	0.024	-0.042	-0.024	-0.051	0.044	0.156	-0.008	-0.003	-0.022	-0.048	0.072	-0.057	0.032	-0.031	-0.031	-0.038	0.049	-0.030	-0.002	0.023	-0.146	0.083	-0.015	-0.061	-0.080	-0.031	-0.058	0.069	-0.075	0.082	0.115	0.000	0.047	0.011	-0.001	0.106	-0.074	0.014	-0.035	1.000	-0.025	-0.015	0.055	-0.055	0.091	-0.045	-0.031	0.026	-0.063	0.050	0.030	-0.089	0.044	0.027	0.002	0.023	0.068	-0.077	0.002	-0.025	0.047	-0.044	-0.043	-0.068	-0.062	0.017
56	-0.061	0.109	-0.009	0.023	0.039	-0.083	-0.021	-0.131	-0.013	0.062	-0.013	0.050	0.057	-0.085	0.040	-0.014	-0.010	0.057	0.115	0.002	0.002	0.026	0.024	-0.065	-0.024	-0.070	0.017	-0.038	-0.099	-0.043	-0.045	0.061	0.110	0.121	0.027	0.033	-0.122	0.020	-0.032	0.097	-0.146	0.021	-0.002	-0.019	0.017	0.106	0.038	-0.033	0.202	0.053	-0.059	-0.018	-0.065	0.023	0.040	0.036	0.026	-0.036	-0.026	-0.037	0.073	-0.025	1.000	0.112	-0.028	-0.023	0.003	-0.096	-0.066	0.072	0.071	0.058	-0.040	-0.044	0.062	-0.065	0.047	0.041	-0.167	-0.043	0.064	0.089	-0.015	-0.090	-0.121	0.067	-0.020	0.039
6	0.008	-0.191	0.059	0.030	0.038	0.118	0.006	0.085	-0.008	0.074	-0.021	0.083	-0.025	-0.053	-0.050	-0.070	-0.017	-0.010	0.037	-0.038	0.158	0.072	0.010	-0.098	-0.024	0.026	-0.024	0.033	-0.040	-0.004	0.007	0.031	0.085	0.063	0.078	0.023	-0.033	-0.044	-0.024	-0.014	-0.017	-0.038	-0.048	-0.018	-0.030	-0.042	0.039	-0.037	0.092	0.025	-0.020	-0.048	0.006	0.014	0.083	-0.052	-0.092	0.081	-0.014	0.030	-0.035	-0.015	0.112	1.000	-0.033	0.058	-0.035	-0.071	-0.079	0.020	-0.058	0.041	-0.066	-0.102	-0.048	-0.023	-0.004	0.020	-0.009	0.026	0.000	0.124	0.102	0.041	-0.050	-0.005	-0.049	-0.031
60	-0.050	0.009	0.055	0.035	-0.068	0.154	-0.012	-0.024	0.048	-0.018	0.022	-0.025	-0.013	0.042	-0.026	0.014	0.001	-0.045	-0.054	-0.041	0.025	0.004	0.005	0.140	-0.011	0.069	0.007	-0.035	-0.001	0.008	-0.011	-0.068	0.080	-0.128	-0.066	0.002	-0.149	0.024	0.071	0.023	-0.015	-0.046	-0.047	0.025	-0.025	-0.034	0.010	-0.001	0.019	0.026	-0.017	0.004	0.089	-0.118	-0.079	-0.072	0.099	-0.001	0.042	0.010	-0.033	0.055	-0.028	-0.033	1.000	-0.007	0.008	0.070	0.067	0.007	0.002	-0.022	0.050	-0.082	-0.027	0.033	-0.102	0.048	-0.008	0.024	-0.066	-0.029	0.007	0.033	0.039	-0.046	0.129	0.051
65	0.039	-0.100	-0.052	0.027	-0.070	0.010	-0.105	0.013	0.103	-0.079	0.003	-0.018	0.027	0.008	0.020	0.075	-0.057	0.055	-0.087	0.007	0.021	0.087	-0.106	0.016	0.004	-0.003	0.064	-0.131	0.038	0.015	-0.059	-0.030	0.034	-0.086	-0.083	-0.030	0.093	-0.026	0.011	-0.068	-0.051	-0.019	0.059	0.056	-0.016	-0.120	0.020	0.024	-0.047	-0.022	0.019	-0.012	-0.043	-0.095	-0.008	0.050	0.024	0.093	-0.027	0.059	0.019	-0.055	-0.023	0.058	-0.007	1.000	-0.050	-0.027	0.075	-0.031	-0.078	0.049	0.090	-0.089	-0.016	0.167	0.083	0.036	-0.030	0.081	-0.027	-0.037	0.138	0.016	-0.023	-0.100	0.095	0.077
66	-0.062	0.053	0.068	-0.078	0.047	-0.040	-0.008	-0.052	-0.027	0.001	-0.076	-0.149	-0.004	-0.062	-0.039	0.004	0.006	-0.048	-0.057	-0.057	-0.035	0.031	0.020	0.067	0.080	0.039	-0.031	-0.029	0.011	0.035	0.043	-0.011	0.097	0.042	0.062	0.013	-0.080	0.023	0.159	0.091	0.000	0.067	-0.002	-0.019	-0.008	-0.004	0.008	-0.009	0.058	0.014	0.002	0.027	-0.078	0.011	0.049	0.133	0.008	0.014	-0.027	-0.010	-0.016	0.091	0.003	-0.035	0.008	-0.050	1.000	0.083	0.003	0.062	0.008	0.066	0.040	-0.077	-0.021	-0.092	0.016	0.030	-0.040	-0.032	-0.102	-0.007	-0.094	-0.069	0.046	-0.013	0.039	-0.066
68	0.065	0.070	-0.100	-0.003	-0.006	0.017	-0.047	0.121	-0.031	0.018	-0.002	0.052	-0.023	0.059	-0.002	-0.004	-0.026	-0.054	-0.156	-0.048	-0.033	-0.103	0.015	0.017	-0.050	0.085	-0.069	-0.046	0.010	-0.111	0.010	-0.022	0.009	-0.147	-0.111	-0.029	0.013	0.022	0.036	0.153	-0.026	0.164	0.031	-0.056	-0.021	0.019	0.051	0.080	0.102	0.017	-0.011	0.015	0.042	-0.013	-0.095	0.009	0.043	-0.005	0.018	0.055	-0.036	-0.045	-0.096	-0.071	0.070	-0.027	0.083	1.000	0.060	-0.035	-0.051	-0.064	-0.002	0.046	0.048	-0.054	-0.002	0.034	0.066	0.084	-0.008	0.017	-0.074	0.000	0.060	0.053	0.020	-0.055
7	0.012	0.053	-0.041	-0.013	-0.082	0.022	0.042	0.052	0.017	-0.052	0.044	0.159	-0.045	0.073	0.125	0.039	-0.109	0.033	0.015	-0.066	-0.058	-0.063	-0.042	-0.006	0.034	0.032	-0.067	-0.013	-0.031	0.049	0.022	0.054	-0.004	-0.065	-0.018	0.137	-0.090	-0.051	0.057	-0.118	0.003	-0.026	0.104	0.042	-0.063	-0.009	-0.024	-0.034	0.075	0.075	0.057	-0.106	0.024	-0.002	-0.016	-0.004	-0.016	-0.007	0.010	0.031	-0.025	-0.031	-0.066	-0.079	0.067	0.075	0.003	0.060	1.000	-0.018	-0.002	0.023	-0.050	0.051	-0.076	0.035	-0.133	0.053	-0.029	0.098	0.063	-0.182	0.022	-0.042	0.103	-0.121	-0.051	-0.020
