195	-0.075	0.033	0.001	-0.045	-0.090	0.017	-0.065	-0.142	-0.028	-0.136	-0.021	-0.046	0.060	-0.031	0.044	-0.103	0.089	-0.067	-0.007	-0.011	-0.009	0.002	0.019	0.015	-0.030	0.032	-0.002	-0.006	0.010	-0.077	-0.002	0.050	0.012	0.039	1.000	-0.034	0.098	0.054	0.056	-0.013	0.010	-0.017	0.087	0.032	0.010	0.090	0.084	-0.043	0.023	-0.009	0.033	-0.102	-0.040	0.075	-0.039	0.046	-0.061	-0.058	0.077	-0.015	-0.035	-0.024	-0.068	-0.067	0.088	0.060	-0.066	0.049	0.058	0.017	-0.002	-0.055	0.004	0.078	-0.079	-0.062	-0.017	0.057	0.028	0.085	-0.042	0.040	0.111	-0.005	0.046	0.002	-0.047	-0.065	0.025
2	-0.005	-0.028	-0.150	0.010	-0.037	0.068	0.048	-0.048	-0.012	0.067	0.000	-0.088	0.081	-0.001	-0.013	0.007	0.034	0.081	0.005	0.053	-0.027	-0.117	-0.020	0.010	0.086	-0.076	-0.006	-0.044	-0.055	-0.103	0.158	0.004	0.101	-0.007	-0.034	1.000	0.021	0.052	-0.043	0.015	-0.046	-0.009	0.018	-0.040	0.008	-0.000	0.119	-0.022	-0.053	-0.062	0.035	0.161	-0.052	-0.021	-0.000	-0.073	-0.026	-0.016	-0.042	-0.117	0.093	0.058	-0.038	0.031	0.059	0.057	-0.024	0.099	-0.029	-0.136	0.023	-0.077	-0.126	0.026	0.146	-0.015	0.049	-0.017	-0.094	-0.205	0.064	-0.016	0.072	0.014	-0.035	0.075	-0.045	-0.003	0.073
20	-0.097	0.031	0.031	0.040	-0.087	0.024	0.085	0.031	0.029	0.008	-0.038	0.026	0.049	-0.051	-0.004	-0.041	-0.009	0.095	-0.038	-0.122	0.075	-0.010	0.092	-0.085	-0.012	0.014	-0.068	0.068	-0.014	-0.014	-0.003	-0.016	0.003	0.132	0.098	0.021	1.000	-0.029	-0.006	-0.053	-0.062	-0.148	-0.075	-0.092	0.016	0.053	0.053	0.096	0.000	-0.040	0.004	0.002	0.062	0.126	0.070	-0.069	-0.003	-0.037	-0.073	-0.080	-0.048	-0.037	-0.013	-0.043	0.004	0.085	-0.033	0.014	0.037	-0.065	-0.044	0.012	-0.017	0.040	-0.056	0.072	-0.075	-0.087	0.068	-0.077	0.054	0.041	-0.006	-0.054	-0.007	0.147	0.044	0.015	0.007
201	0.075	-0.029	-0.022	-0.068	0.045	0.101	-0.042	-0.082	-0.011	-0.049	0.019	0.018	-0.091	-0.075	0.067	-0.113	-0.053	-0.016	0.063	-0.021	0.002	0.025	-0.002	-0.019	0.011	0.001	0.037	0.062	-0.055	0.056	0.072	0.015	0.015	0.066	0.054	0.052	-0.029	1.000	-0.033	0.024	0.037	-0.036	-0.001	-0.015	-0.015	0.002	-0.051	-0.083	-0.049	-0.022	0.051	0.044	0.022	0.011	-0.050	-0.005	-0.039	-0.042	0.052	0.069	-0.102	-0.074	-0.041	0.032	0.061	-0.063	-0.063	-0.020	0.076	-0.041	0.038	-0.054	0.028	-0.034	0.022	-0.083	0.033	0.018	-0.004	0.004	0.060	0.072	0.045	0.035	-0.022	-0.010	0.030	0.000	-0.021
21	0.069	-0.040	-0.073	-0.155	0.086	-0.019	-0.026	-0.010	0.011	-0.083	0.048	0.002	0.023	0.082	0.014	-0.018	-0.047	-0.076	-0.043	-0.012	-0.163	-0.037	0.018	0.021	-0.006	-0.044	0.037	0.040	0.115	-0.012	0.062	-0.034	0.055	0.030	0.056	-0.043	-0.006	-0.033	1.000	0.151	0.048	0.027	0.021	0.025	-0.023	0.019	0.018	0.048	0.013	0.074	-0.003	-0.071	0.010	0.014	0.056	0.015	-0.043	0.042	-0.016	0.122	-0.162	-0.056	0.002	-0.046	-0.074	0.018	-0.109	0.024	0.009	0.008	-0.048	-0.035	0.012	0.048	0.043	0.056	-0.054	0.042	-0.074	0.088	-0.021	0.034	-0.134	-0.105	-0.032	0.097	-0.014	-0.023	0.003
22	-0.005	-0.028	-0.026	-0.013	0.050	0.026	0.030	0.076	-0.042	-0.054	-0.061	-0.011	-0.052	0.074	0.039	0.083	-0.015	-0.082	-0.027	-0.008	-0.061	0.023	0.014	-0.096	-0.051	0.028	0.022	0.044	-0.059	0.004	-0.019	-0.031	-0.037	-0.017	-0.013	0.015	-0.053	0.024	0.151	1.000	0.024	0.100	-0.041	-0.019	-0.021	-0.036	0.124	0.060	-0.013	0.011	0.019	-0.103	-0.006	0.023	0.043	-0.044	0.063	-0.016	0.053	0.017	-0.024	-0.022	0.002	0.008	-0.133	-0.093	-0.012	0.026	0.004	0.000	0.005	-0.023	0.039	0.059	-0.008	-0.063	-0.013	-0.070	-0.023	-0.030	0.045	0.017	-0.063	-0.014	0.019	0.007	0.055	0.052	0.038
23	0.044	-0.017	-0.075	-0.002	0.049	-0.000	-0.004	0.058	0.019	0.016	0.022	-0.010	-0.008	0.010	-0.029	0.043	0.073	-0.015	0.065	0.020	-0.087	-0.022	-0.038	-0.004	-0.002	-0.060	0.013	-0.009	0.036	0.004	0.023	0.013	-0.012	0.023	0.010	-0.046	-0.062	0.037	0.048	0.024	1.000	0.044	-0.023	-0.039	-0.045	-0.032	0.025	-0.005	-0.034	0.019	-0.012	0.012	-0.010	0.019	0.014	-0.027	-0.030	-0.027	-0.007	0.027	0.039	0.011	-0.029	-0.036	0.064	0.050	-0.058	-0.083	-0.038	-0.112	0.066	-0.005	0.078	0.047	-0.002	0.103	-0.109	-0.083	-0.008	-0.008	-0.008	0.007	-0.120	0.158	-0.031	-0.113	0.101	-0.007	-0.029
24	-0.044	0.037	-0.010	0.052	0.062	0.013	-0.060	0.098	0.056	0.068	-0.003	0.012	-0.069	-0.044	-0.065	-0.112	0.117	-0.177	-0.065	0.004	0.139	0.018	-0.119	0.009	0.020	-0.006	0.006	-0.045	-0.008	0.089	-0.033	0.030	-0.038	-0.053	-0.017	-0.009	-0.148	-0.036	0.027	0.100	0.044	1.000	0.048	0.093	0.076	0.016	0.193	0.039	0.035	-0.044	-0.002	-0.029	-0.079	-0.024	0.040	0.012	-0.084	-0.032	0.111	-0.004	0.092	-0.029	-0.059	0.083	-0.156	-0.024	0.069	0.002	0.008	0.001	-0.021	-0.001	0.048	0.103	-0.088	-0.055	-0.024	-0.045	0.035	0.090	0.045	-0.091	-0.027	-0.027	0.075	-0.163	0.025	-0.044	0.006
25	-0.034	-0.028	0.071	-0.028	-0.073	-0.048	-0.058	-0.075	0.121	0.017	0.024	-0.097	0.133	0.001	-0.069	-0.061	0.069	-0.054	0.005	-0.103	-0.004	-0.002	-0.039	-0.044	-0.031	0.014	-0.082	-0.010	-0.020	0.021	-0.007	-0.027	-0.103	-0.026	0.087	0.018	-0.075	-0.001	0.021	-0.041	-0.023	0.048	1.000	0.097	0.002	-0.051	0.022	0.048	0.034	0.063	-0.035	0.035	0.001	-0.059	-0.068	-0.034	0.135	-0.045	0.065	-0.112	0.057	0.010	0.102	0.164	0.022	0.072	0.096	-0.050	0.052	-0.000	-0.026	-0.095	0.050	-0.008	0.103	-0.096	0.086	-0.026	-0.027	-0.003	0.072	-0.056	-0.077	0.020	0.092	-0.031	0.013	-0.045	0.042
26	-0.081	0.036	0.033	-0.047	-0.067	0.033	0.018	-0.047	-0.002	0.015	-0.023	-0.025	0.093	-0.020	0.001	-0.012	-0.041	-0.009	-0.013	0.043	-0.000	-0.077	-0.052	-0.009	0.072	-0.057	0.000	0.010	0.047	0.056	-0.020	0.090	-0.069	0.113	0.032	-0.040	-0.092	-0.015	0.025	-0.019	-0.039	0.093	0.097	1.000	0.002	0.012	-0.018	-0.021	-0.124	-0.020	-0.009	-0.089	0.037	0.052	0.050	0.070	-0.082	-0.024	0.106	0.008	0.150	0.013	0.025	0.033	0.049	-0.119	0.006	0.072	-0.068	0.143	-0.036	-0.084	0.014	0.008	0.046	-0.067	-0.061	-0.037	-0.150	0.011	-0.011	-0.045	0.122	0.002	0.005	0.044	-0.020	-0.104	-0.033
266	0.009	0.016	0.021	0.056	0.010	-0.024	-0.007	0.020	0.019	0.065	0.007	-0.051	-0.002	-0.001	0.057	-0.060	0.003	-0.083	-0.005	-0.008	0.003	0.067	-0.035	0.001	0.005	-0.064	-0.079	-0.027	0.008	-0.008	0.030	0.007	-0.015	0.044	0.010	0.008	0.016	-0.015	-0.023	-0.021	-0.045	0.076	0.002	0.002	1.000	0.039	0.123	0.050	-0.051	0.066	-0.015	0.031	0.068	0.037	-0.009	-0.057	-0.090	-0.053	-0.061	-0.030	0.018	0.013	-0.086	-0.044	-0.006	0.024	0.052	0.000	-0.011	0.004	-0.061	-0.057	-0.065	0.033	-0.028	0.105	-0.041	-0.005	0.031	0.036	-0.011	-0.000	0.037	-0.036	0.031	-0.074	-0.010	0.027	0.020
268	-0.059	-0.037	0.059	0.013	-0.027	-0.008	-0.030	-0.044	-0.030	-0.042	-0.007	0.088	0.052	-0.002	-0.001	0.007	-0.016	-0.050	0.038	-0.002	-0.042	0.024	-0.052	0.043	0.050	0.049	0.006	-0.005	0.062	-0.054	-0.033	0.013	-0.065	0.058	0.090	-0.000	0.053	0.002	0.019	-0.036	-0.032	0.016	-0.051	0.012	0.039	1.000	0.099	-0.017	0.008	-0.029	-0.026	-0.054	0.002	-0.009	0.072	0.071	-0.094	-0.073	0.112	-0.012	-0.036	-0.056	0.028	0.008	-0.013	-0.066	0.003	0.061	-0.010	-0.069	-0.054	0.037	-0.107	0.053	-0.021	0.037	-0.038	0.105	-0.077	0.058	-0.054	-0.100	-0.002	0.029	-0.017	-0.060	-0.007	0.019	-0.005
28	-0.205	-0.056	0.029	0.034	-0.129	-0.083	-0.018	-0.082	0.043	-0.073	-0.029	-0.036	-0.021	0.062	0.025	-0.080	0.020	-0.148	0.063	0.122	0.001	-0.051	-0.037	0.074	-0.009	0.022	0.000	0.058	-0.003	-0.078	-0.104	-0.017	-0.051	-0.025	0.084	0.119	0.053	-0.051	0.018	0.124	0.025	0.193	0.022	-0.018	0.123	0.099	1.000	0.080	-0.031	-0.005	0.093	-0.031	-0.016	-0.009	0.155	-0.073	-0.094	-0.116	0.073	0.012	0.071	-0.018	-0.001	-0.006	-0.075	0.025	-0.024	-0.073	0.046	-0.095	-0.094	-0.003	-0.061	0.093	-0.035	0.082	-0.010	0.108	-0.012	-0.040	0.005	-0.011	-0.051	-0.091	0.067	-0.071	0.095	0.057	-0.033
29	-0.165	0.034	0.017	-0.047	0.037	0.012	0.158	0.063	-0.088	-0.021	-0.031	0.018	-0.020	0.041	-0.010	-0.075	0.054	0.025	-0.079	0.018	-0.032	0.017	0.007	0.011	-0.047	-0.035	0.001	-0.037	0.015	-0.035	0.051	0.005	0.032	-0.012	-0.043	-0.022	0.096	-0.083	0.048	0.060	-0.005	0.039	0.048	-0.021	0.050	-0.017	0.080	1.000	0.075	0.005	0.005	-0.005	-0.105	-0.191	-0.095	-0.067	-0.045	-0.126	0.089	0.035	0.009	0.101	0.081	-0.006	-0.025	0.120	0.145	0.104	0.006	0.034	-0.011	-0.137	0.035	0.080	-0.061	-0.050	-0.078	-0.068	0.046	-0.016	0.006	-0.050	0.033	-0.037	-0.047	0.009	0.054	-0.040	-0.063
298	-0.054	-0.004	-0.045	0.003	-0.053	-0.039	0.056	0.045	0.058	-0.039	-0.037	0.005	-0.054	0.101	-0.007	-0.034	0.001	0.008	-0.013	-0.013	-0.017	0.109	0.036	0.025	0.041	-0.009	-0.019	-0.033	-0.006	0.018	-0.033	-0.030	-0.002	-0.048	0.023	-0.053	0.000	-0.049	0.013	-0.013	-0.034	0.035	0.034	-0.124	-0.051	0.008	-0.031	0.075	1.000	0.015	0.076	-0.101	-0.047	-0.023	-0.010	-0.125	0.073	-0.065	0.002	0.071	0.000	0.013	0.065	0.049	-0.028	0.029	-0.031	-0.001	0.065	0.072	-0.060	-0.057	0.065	-0.033	0.053	0.004	-0.039	0.099	-0.019	-0.043	-0.002	-0.064	-0.027	0.011	0.047	0.086	-0.074	0.013	0.027
310	0.016	0.007	-0.052	-0.103	0.002	-0.018	-0.042	-0.078	0.069	0.018	0.046	-0.040	-0.069	0.064	-0.035	-0.032	0.028	-0.052	0.063	-0.009	0.018	0.026	-0.023	-0.050	0.060	-0.020	0.052	-0.019	0.046	-0.005	-0.073	-0.065	0.033	-0.005	-0.009	-0.062	-0.040	-0.022	0.074	0.011	0.019	-0.044	0.063	-0.020	0.066	-0.029	-0.005	0.005	0.015	1.000	-0.052	0.088	0.016	0.002	0.005	-0.084	-0.030	0.002	-0.023	0.013	-0.012	0.035	0.041	-0.023	0.000	0.017	0.002	-0.031	-0.065	-0.000	0.009	-0.016	0.052	-0.022	0.093	0.050	-0.014	0.064	0.025	0.002	0.017	-0.021	0.047	-0.021	0.035	0.047	-0.040	-0.031	-0.020
321	-0.088	-0.012	0.003	-0.015	-0.047	-0.005	0.046	-0.010	-0.017	-0.067	0.044	-0.014	-0.004	0.006	-0.019	0.106	0.006	0.003	0.019	0.104	0.013	-0.040	0.005	0.027	0.039	0.013	0.058	0.008	-0.046	-0.054	0.012	0.028	0.036	-0.046	0.033	0.035	0.004	0.051	-0.003	0.019	-0.012	-0.002	-0.035	-0.009	-0.015	-0.026	0.093	0.005	0.076	-0.052	1.000	0.020	-0.029	-0.015	-0.031	0.021	0.019	-0.026	0.071	0.084	-0.055	-0.024	-0.011	-0.085	-0.013	0.016	-0.081	-0.085	0.012	0.033	0.017	-0.103	0.004	0.048	-0.047	-0.011	0.054	-0.028	0.005	0.006	0.038	0.002	0.026	-0.039	0.006	-0.042	0.081	0.028	0.076
33	-0.069	0.062	0.001	0.040	0.061	-0.050	0.034	-0.023	0.026	0.164	0.056	-0.037	-0.013	-0.062	-0.102	0.043	-0.017	-0.003	-0.040	0.005	-0.029	-0.004	-0.031	0.029	0.044	-0.031	-0.019	-0.067	0.082	0.042	0.122	-0.082	-0.003	-0.036	-0.102	0.161	0.002	0.044	-0.071	-0.103	0.012	-0.029	0.035	-0.089	0.031	-0.054	-0.031	-0.005	-0.101	0.088	0.020	1.000	-0.008	-0.072	-0.067	-0.058	0.090	0.113	-0.047	-0.055	0.077	-0.048	0.005	0.056	0.077	0.093	0.062	-0.181	0.000	-0.081	0.011	-0.002	0.127	0.017	0.001	0.074	-0.055	-0.095	0.051	0.042	0.079	-0.044	0.043	-0.091	-0.078	-0.000	0.092	0.001	0.093
35	0.040	0.014	0.070	0.028	-0.000	-0.050	0.029	-0.061	0.054	0.116	0.092	0.027	-0.074	-0.099	0.020	0.074	-0.017	0.064	0.030	0.030	0.047	0.063	0.061	-0.044	-0.099	0.021	0.022	-0.001	-0.085	0.043	-0.032	0.044	-0.076	-0.017	-0.040	-0.052	0.062	0.022	0.010	-0.006	-0.010	-0.079	0.001	0.037	0.068	0.002	-0.016	-0.105	-0.047	0.016	-0.029	-0.008	1.000	0.081	-0.002	-0.086	0.021	0.035	-0.128	0.039	-0.115	0.062	-0.107	0.003	-0.061	0.008	0.010	0.086	0.094	0.054	0.041	0.014	-0.120	0.102	0.062	-0.020	-0.100	-0.103	0.037	0.023	0.008	0.048	-0.027	-0.063	-0.021	0.026	-0.002	0.004	-0.075
36	0.015	0.021	-0.023	-0.079	0.088	-0.014	-0.081	-0.024	-0.104	-0.001	-0.042	-0.011	0.008	-0.072	0.031	0.023	-0.016	-0.030	-0.065	-0.034	-0.046	0.054	0.071	0.022	0.007	-0.006	-0.077	0.081	0.023	-0.099	-0.037	0.085	-0.023	0.067	0.075	-0.021	0.126	0.011	0.014	0.023	0.019	-0.024	-0.059	0.052	0.037	-0.009	-0.009	-0.191	-0.023	0.002	-0.015	-0.072	0.081	1.000	0.039	-0.043	-0.065	0.112	-0.063	0.001	-0.032	0.047	-0.022	0.021	-0.048	0.001	-0.089	-0.095	-0.031	-0.057	-0.014	0.058	-0.004	0.122	0.037	-0.007	0.032	0.041	0.108	-0.033	0.058	0.065	0.047	-0.065	0.006	0.049	-0.017	-0.090	-0.068
37	0.049	-0.055	-0.005	0.118	-0.027	-0.120	0.066	0.067	0.077	-0.118	-0.045	-0.008	-0.012	-0.129	0.019	-0.046	0.013	-0.064	0.011	-0.015	-0.055	0.058	-0.035	0.094	0.010	0.010	0.001	-0.035	0.048	-0.008	-0.036	0.070	-0.002	-0.024	-0.039	-0.000	0.070	-0.050	0.056	0.043	0.014	0.040	-0.068	0.050	-0.009	0.072	0.155	-0.095	-0.010	0.005	-0.031	-0.067	-0.002	0.039	1.000	-0.000	-0.032	-0.044	0.013	-0.042	-0.032	-0.075	-0.015	0.035	-0.016	-0.042	0.062	0.033	0.015	0.058	-0.086	0.087	-0.094	-0.092	0.075	0.013	0.030	0.053	0.042	0.046	-0.172	-0.093	-0.014	-0.080	0.051	0.039	0.030	0.010	0.032
38	-0.035	-0.036	0.109	0.018	0.013	0.052	-0.076	0.057	-0.105	-0.027	0.041	-0.036	0.120	0.012	-0.028	-0.102	0.048	0.053	0.085	0.043	-0.011	0.050	-0.061	-0.042	0.000	0.035	-0.010	0.066	-0.051	0.030	-0.028	0.034	-0.090	-0.068	0.046	-0.073	-0.069	-0.005	0.015	-0.044	-0.027	0.012	-0.034	0.070	-0.057	0.071	-0.073	-0.067	-0.125	-0.084	0.021	-0.058	-0.086	-0.043	-0.000	1.000	0.061	-0.013	0.031	-0.047	0.023	-0.042	-0.019	0.039	0.019	-0.014	-0.004	-0.002	0.045	0.026	0.019	0.044	0.032	0.012	0.004	-0.016	0.051	0.089	0.007	0.100	-0.028	-0.017	0.013	-0.032	0.098	-0.057	0.024	-0.073	0.014
39	0.041	-0.027	0.042	0.027	0.068	0.046	-0.045	-0.038	-0.040	0.021	0.053	0.006	0.069	0.023	-0.070	0.020	-0.031	0.001	-0.052	-0.021	0.030	-0.019	0.025	-0.029	-0.000	0.076	-0.090	-0.014	0.004	0.102	0.094	-0.079	0.028	0.027	-0.061	-0.026	-0.003	-0.039	-0.043	0.063	-0.030	-0.084	0.135	-0.082	-0.090	-0.094	-0.094	-0.045	0.073	-0.030	0.019	0.090	0.021	-0.065	-0.032	0.061	1.000	-0.015	0.022	-0.026	-0.011	-0.006	0.062	0.058	0.036	0.014	0.011	-0.040	-0.057	-0.011	-0.023	-0.092	-0.048	-0.008	0.008	-0.013	-0.021	-0.014	-0.074	0.032	0.061	-0.032	0.049	-0.016	0.014	0.168	0.034	0.005	0.097
4	0.063	-0.021	-0.020	-0.040	0.132	-0.020	-0.033	-0.021	-0.026	0.060	-0.046	0.027	-0.008	-0.043	-0.042	0.074	-0.029	0.059	0.017	-0.042	0.023	-0.119	0.089	-0.029	-0.108	0.004	0.022	-0.056	0.093	0.007	-0.010	0.099	0.119	-0.024	-0.058	-0.016	-0.037	-0.042	0.042	-0.016	-0.027	-0.032	-0.045	-0.024	-0.053	-0.073	-0.116	-0.126	-0.065	0.002	-0.026	0.113	0.035	0.112	-0.044	-0.013	-0.015	1.000	-0.040	0.238	0.144	-0.048	-0.062	-0.013	0.003	0.010	-0.030	-0.007	0.017	0.115	0.061	0.043	0.097	0.041	0.011	0.086	0.014	-0.086	-0.046	-0.018	0.094	0.038	0.024	-0.008	-0.101	0.002	-0.052	0.058	0.025
48	-0.038	-0.032	-0.026	-0.042	-0.066	0.131	0.023	-0.027	-0.016	-0.092	-0.025	0.090	0.011	-0.010	-0.046	0.028	0.056	0.049	0.041	-0.033	-0.003	0.009	0.060	-0.015	0.060	-0.020	0.004	-0.090	-0.039	-0.028	-0.067	0.077	0.033	-0.018	0.077	-0.042	-0.073	0.052	-0.016	0.053	-0.007	0.111	0.065	0.106	-0.061	0.112	0.073	0.089	0.002	-0.023	0.071	-0.047	-0.128	-0.063	0.013	0.031	0.022	-0.040	1.000	0.037	0.028	-0.031	0.073	-0.008	-0.122	0.040	-0.075	0.028	-0.084	-0.036	0.028	-0.114	-0.051	0.047	0.016	-0.055	-0.063	0.100	0.069	0.075	0.013	-0.115	0.029	0.011	0.001	0.007	-0.011	0.002	-0.053
50	-0.001	-0.019	-0.021	0.009	0.088	0.041	0.095	0.005	0.070	-0.126	-0.076	0.036	-0.042	-0.069	0.010	0.089	-0.028	-0.006	-0.024	0.029	-0.024	-0.012	-0.005	-0.080	-0.070	-0.022	0.044	0.016	0.074	-0.050	-0.064	-0.012	0.061	0.014	-0.015	-0.117	-0.080	0.069	0.122	0.017	0.027	-0.004	-0.112	0.008	-0.030	-0.012	0.012	0.035	0.071	0.013	0.084	-0.055	0.039	0.001	-0.042	-0.047	-0.026	0.238	0.037	1.000	-0.048	-0.002	-0.049	-0.002	0.011	0.037	-0.069	-0.112	-0.003	0.101	0.016	0.003	0.035	0.069	-0.012	0.047	0.009	0.044	-0.099	-0.108	-0.000	-0.023	0.095	0.048	-0.012	0.085	0.028	0.050	-0.088
51	-0.164	0.010	-0.025	-0.079	0.067	0.031	-0.077	0.014	0.085	0.131	-0.077	-0.031	-0.062	-0.011	-0.067	0.085	0.030	0.011	-0.055	0.005	0.008	-0.040	-0.091	0.041	0.124	0.009	0.001	-0.086	0.123	0.061	-0.061	0.102	-0.002	-0.061	-0.035	0.093	-0.048	-0.102	-0.162	-0.024	0.039	0.092	0.057	0.150	0.018	-0.036	0.071	0.009	0.000	-0.012	-0.055	0.077	-0.115	-0.032	-0.032	0.023	-0.011	0.144	0.028	-0.048	1.000	0.028	-0.057	-0.043	0.039	-0.005	-0.034	-0.057	-0.043	-0.007	0.090	0.009	0.075	0.027	0.029	0.041	-0.021	0.035	-0.056	-0.000	-0.059	-0.026	-0.058	-0.030	-0.115	0.071	0.011	0.094	0.027
52	0.102	-0.029	0.008	0.040	-0.050	0.056	-0.054	0.038	0.048	0.011	-0.027	-0.026	-0.036	-0.015	-0.123	0.080	-0.097	0.044	0.074	0.005	0.039	0.084	0.005	-0.007	-0.060	0.004	-0.010	-0.047	-0.052	-0.010	0.071	0.095	0.065	-0.036	-0.024	0.058	-0.037	-0.074	-0.056	-0.022	0.011	-0.029	0.010	0.013	0.013	-0.056	-0.018	0.101	0.013	0.035	-0.024	-0.048	0.062	0.047	-0.075	-0.042	-0.006	-0.048	-0.031	-0.002	0.028	1.000	0.077	-0.033	-0.067	-0.066	0.008	-0.060	-0.073	0.066	0.030	0.062	-0.068	-0.100	0.030	-0.079	0.041	-0.024	0.036	0.011	-0.006	0.035	-0.050	0.034	0.012	0.078	0.040	0.008	-0.069
54	0.029	0.040	-0.009	-0.068	-0.079	-0.028	0.010	-0.052	-0.007	0.001	-0.021	0.004	-0.105	0.130	0.032	0.055	-0.016	0.027	-0.016	-0.067	-0.086	-0.049	0.049	-0.014	-0.008	-0.050	0.046	-0.016	0.014	-0.008	0.033	0.019	0.045	-0.074	-0.068	-0.038	-0.013	-0.041	0.002	0.002	-0.029	-0.059	0.102	0.025	-0.086	0.028	-0.001	0.081	0.065	0.041	-0.011	0.005	-0.107	-0.022	-0.015	-0.019	0.062	-0.062	0.073	-0.049	-0.057	0.077	1.000	0.002	-0.000	0.041	0.027	0.084	0.024	-0.028	0.003	0.001	0.025	-0.060	0.042	-0.056	0.023	0.082	-0.018	0.049	-0.013	-0.049	-0.018	0.026	0.033	0.024	-0.007	0.022	-0.024
55	-0.018	-0.012	-0.023	0.071	0.098	-0.017	-0.011	0.035	0.018	-0.064	-0.067	-0.012	0.006	-0.053	-0.087	-0.175	-0.089	-0.103	-0.008	-0.092	0.016	0.005	-0.034	-0.007	-0.020	0.042	-0.009	0.028	-0.042	0.002	0.057	-0.043	-0.051	0.044	-0.067	0.031	-0.043	0.032	-0.046	0.008	-0.036	0.083	0.164	0.033	-0.044	0.008	-0.006	-0.006	0.049	-0.023	-0.085	0.056	0.003	0.021	0.035	0.039	0.058	-0.013	-0.008	-0.002	-0.043	-0.033	0.002	1.000	-0.066	0.030	0.047	-0.011	0.092	-0.032	-0.075	0.058	-0.033	-0.033	0.079	-0.086	0.107	0.039	-0.022	-0.075	0.015	-0.064	0.078	0.073	0.048	0.117	-0.009	0.025	0.017
56	0.115	-0.003	-0.031	-0.028	-0.089	-0.034	-0.059	-0.005	0.039	0.088	0.024	-0.027	-0.049	0.014	0.091	-0.019	-0.005	0.156	0.041	0.038	0.041	-0.089	-0.058	0.014	0.029	0.010	-0.022	0.115	0.039	0.039	0.049	0.023	0.030	0.037	0.088	0.059	0.004	0.061	-0.074	-0.133	0.064	-0.156	0.022	0.049	-0.006	-0.013	-0.075	-0.025	-0.028	0.000	-0.013	0.077	-0.061	-0.048	-0.016	0.019	0.036	0.003	-0.122	0.011	0.039	-0.067	-0.000	-0.066	1.000	0.073	-0.018	-0.076	0.097	-0.078	0.016	-0.072	-0.030	-0.011	0.006	0.091	0.062	-0.017	-0.066	-0.048	0.013	0.014	0.056	0.134	0.019	-0.083	0.038	-0.049	0.023
6	-0.056	-0.019	-0.073	-0.025	-0.043	-0.054	-0.027	0.012	-0.040	0.052	-0.037	0.053	0.035	0.002	-0.075	-0.090	0.160	0.040	-0.083	-0.004	-0.070	0.091	0.074	0.018	0.031	-0.032	0.042	0.018	0.079	-0.100	0.181	-0.042	-0.084	-0.058	0.060	0.057	0.085	-0.063	0.018	-0.093	0.050	-0.024	0.072	-0.119	0.024	-0.066	0.025	0.120	0.029	0.017	0.016	0.093	0.008	0.001	-0.042	-0.014	0.014	0.010	0.040	0.037	-0.005	-0.066	0.041	0.030	0.073	1.000	0.029	-0.011	-0.006	-0.188	0.051	0.039	-0.028	-0.018	0.098	0.103	-0.094	0.010	-0.015	-0.133	-0.059	0.027	-0.067	-0.034	0.008	-0.006	-0.029	0.030	0.022
61	-0.069	0.017	0.098	0.046	-0.035	0.023	-0.017	0.031	0.010	0.056	-0.070	-0.023	0.060	-0.046	0.017	-0.026	0.059	-0.074	0.022	-0.008	0.021	0.024	-0.027	0.025	0.015	-0.023	-0.026	0.027	-0.043	-0.016	0.008	-0.020	-0.060	-0.003	-0.066	-0.024	-0.033	-0.063	-0.109	-0.012	-0.058	0.069	0.096	0.006	0.052	0.003	-0.024	0.145	-0.031	0.002	-0.081	0.062	0.010	-0.089	0.062	-0.004	0.011	-0.030	-0.075	-0.069	-0.034	0.008	0.027	0.047	-0.018	0.029	1.000	0.005	0.004	0.089	0.005	0.017	0.013	0.014	-0.055	0.004	0.076	-0.005	0.136	0.009	-0.118	0.012	-0.010	0.005	0.037	-0.030	-0.020	0.057	0.024
65	0.027	-0.034	-0.049	-0.061	0.011	-0.067	0.134	-0.078	0.013	-0.138	0.100	-0.016	0.034	0.076	0.137	0.034	0.073	0.005	0.028	0.071	-0.032	-0.016	0.128	-0.010	-0.012	0.035	0.069	-0.015	-0.043	0.004	0.061	-0.019	-0.035	-0.001	0.049	0.099	0.014	-0.020	0.024	0.026	-0.083	0.002	-0.050	0.072	0.000	0.061	-0.073	0.104	-0.001	-0.031	-0.085	-0.181	0.086	-0.095	0.033	-0.002	-0.040	-0.007	0.028	-0.112	-0.057	-0.060	0.084	-0.011	-0.076	-0.011	0.005	1.000	0.037	-0.077	-0.030	0.041	-0.022	-0.034	0.045	-0.051	-0.041	-0.004	-0.012	0.061	0.035	0.017	0.034	-0.015	0.017	-0.021	-0.066	-0.023	-0.035
